concept_id,language_code,concept_international_description
17349429,ja,行列の対から別の行列を作り出す二項演算
2779300417,cs,chemická sloučenina
124149750,sv,indelning av grundämnen
3018429823,de,Grundprinzip der kollektiven Risikoübernahme; sichert Individuen und Firmen ab
5122226,en,protein-coding gene in the species Homo sapiens
2780416669,pt-br,composto químico
71680706,fr,gène de l'espèce Homo sapiens
2992231428,hr,razdvojbena stranica na Wikimediji
2778678469,ast,compuestu químicu
2908795448,cs,systémové onemocnění pojivové tkáně
2777427914,lv,ķīmisks savienojums
2781042323,en,"chair with wheels, used by people for whom walking is difficult or impossible due to illness, injury, or disability"
2777053367,pt,"vírus causador da Zika, trasmitido pelo Aedes aegypti"
2777292972,nn,kjemisk sambinding
2779662586,nn,dravidisk språk tala i India
2780617777,fr,espèce de nématodes
185020521,sv,termostabilt enzym
2777146706,eo,kemia kombinaĵo
2801541,nl,een manier om tot ware kennis (over de ideeënwereld) te komen. Een belangrijke rol speelt daarbij het stellen van vragen.
2780060422,de,Überführung von Privateigentum/-aufgaben in Staatseigentum/-aufgaben
2780161600,an,compuesto quimico
175309249,en,mode of transport using sealed pipes
2777553358,mk,хемиско соединение
2780250386,ast,compuestu químicu
2776575606,ku,"şileyek bi rengê zer e. Xirokên sor, xirokên spî û perikên xwînê di nav vî şileya zerokî de tên veguhastin. %%55 ê xwînê ji plazmayê pêk tê. Ji bilî xaneyên xwînê, plazma gelek madeyên din jî lixwe digire."
189984833,he,תחום לימוד של בעלי חוליות פרה-היסטוריים
124385694,sr,супстанца која одаје луминисценцију
116468062,zh,电荷的定向移动
2781041046,da,kemisk forbindelse
2992052466,ca,"poema èpic de John Milton en vers lliure, publicat el 1667"
2777395736,ia,composito chimic
40767141,es,Molécula de ADN artificial en secuencias de ADN provenientes de dos organismos distintos
2777603720,ml,രാസസം‌യുക്തം
2992253849,fi,täsmennyssivu
517673595,fr,"théorie considérant que la réalité est immatérielle, procédant de l'esprit"
105152959,ca,Modulació d'espectre eixamplat
2781024287,lv,ķīmisks savienojums
134200972,it,percorso che un oggetto compie nello spaziotempo a quattro dimensioni
2780917687,sa,सिद्धान्त
2911002212,nl,soort uit het geslacht Crocuta
2779700632,zh-mo,化合物
2777303991,eu,"Fetua umetokian ikusteko teknika, abdomenean zehar sartutako endoskopio baten bidez egiten dena"
2778199549,bn,রাসায়নিক যৌগ
537575062,fa,آزار و شکنجه ، بدرفتاری هدفمند فرد یا گروهی است که میتواند به دلایل ؛ آزار و شکنجه مذهبی ، نژاد پرستی و سرکوب سیاسی صورت گیرد.
2776661704,ru,"течение в теории международных отношений, возникновение которого можно связать с публикацией в 1979 году книги Кеннета Уолтца «Теория международной политики»"
113513581,id,daerah laut di sekitar suatu negara di mana negara tersebut memiliki hak-hak khusus atasnya
173408217,en,"type of bipolar junction transistor (BJT) which uses differing semiconductor materials for the emitter and base regions, creating a heterojunction"
100206155,es,rama de la biología
2984901469,id,perusahaan asal Amerika Serikat
2991954942,ru,поэма Данте Алигьери
2777977280,sq,faqe kthjelluese e Wikimedias
2777648638,yi,אונטערפאמיליע פון ווירוסן
43609274,es,"boicot económico concertado para presionar a un gobierno, industria o empresa a un cambio de política"
2781329779,id,traktat yang diadopsi Majelis Umum PBB tahun 1966
175133352,ko,소프트웨어 라이선싱 및 딜리버리 모델
83864248,lv,"valsts, kuras nacionālais kopprodukts, rēķinot uz vienu iedzīvotāju, ir stipri zemāks nekā saimnieciski spēcīgi attīstītās valstīs"
144174609,it,gene umano
103878061,pt,página de desambiguação da Wikimedia
2779072608,nn,kjemisk sambinding
2780025317,ru,"термодинамический потенциал, используемый для описания систем с переменным числом частиц (большого канонического ансамбля)"
2777769504,it,serie di reattori nucleari ad acqua pressurizzata di filiera sovietica
2781342628,de,Arzneistoff
2780975723,fi,hyönteissuku
188329197,en,person responsible for applying software quality assurance
76885553,fr,protocole réseau
2777489994,af,chemiese verbinding
56404659,en,"approach to spacial planning, information, and communications management"
2777874068,zh,化合物
144189326,es,fenómeno meteorológico
2777504301,zh-hant,化合物
2993190167,pl,"stan pogody, gdy temperatura powietrza przy ziemi przekracza +30 °C"
2781446604,zh-hans,化合物
136020623,ja,元々その地域にいなかったのに、人為的に他地域から入ってきた生物
3019096185,te,వికీమీడియా అయోమయ నివృత్తి పేజీ
199217515,nl,eiwitfamilie
2778182832,nl,soort uit het geslacht Buchnera
2778777121,ia,composito chimic
2777394947,id,senyawa kimia
2781438886,sq,lloj i bimëve
75699723,tr,Bir din ve hayat felsefesi
2777858937,an,compuesto quimico
176616139,en,Classification scheme of hadrons
2776433325,ar,مرض يصيب الإنسان
80989030,de,Bezugsfläche im Schwerefeld der Erde
2777460917,lv,ķīmisks savienojums
2776486172,he,תרכובת
2780764945,he,תרכובת
2776155809,ro,compus chimic
2779753412,en,type of tissue that connects bones to other bones
2777537511,fr,composé chimique
2777379063,af,chemiese verbinding
154775046,ckb,زمانی ژێرمانی ڕۆژاوا
149505630,eu,"Solido bati kontrako bi aldetatik trakzio-tentsio bat ezartzean, zeharkako uzkurdura unitarioaren eta luzetarako luzapen unitarioaren arteko erlazioa. Esaterako, ebakidura zirkularreko barra baten kasuan: [FORMULA]"
34558173,sv,Genen från arten Homo sapiens
78458016,en,sub-field of biology
119059837,es,herramienta de estudio de la situación de una empresa o un proyecto
2779236070,sv,typ av cancer
2993072449,pl,gatunek muzyki rozrywkowej
2777801237,en-gb,chemical compound
64428635,de-at,mittelalterliche Tierdichtung
2780648417,ur,ملازم اور آجر کے مابین تعلقات
2910288237,sq,komponim kimik
2781021840,nn,kjemisk sambinding
162768293,fi,virtaveden syvimpien kohtien kautta yhdistetty viiva
2779295041,et,Wikimedia täpsustuslehekülg
2778337148,sq,komponim kimik
2778393491,zh-tw,化合物
2779889926,fr,composé chimique
115047598,bn,পদার্থবিজ্ঞানের তত্ব
2778271848,el,χημική ένωση
96469262,en,topological space in group theory
519581460,ro,compus chimic
2780968451,nn,Wikimedia-listeartikkel
2780120631,pt-br,composto químico
2779093167,lb,cheemesch Verbindung
2776154503,ar,جنس من بدائيات النوى
2779345646,gl,xénero de fungos
2776444769,zh-hans,化合物
30695634,scn,forma geumètrica sòlida ca s'otteni facennu rutari n'ellissi attornu a unu dî so assi
2984519610,ml,ഇന്റർനെറ്റ് വഴി ഉപയോഗിക്കുവാൻ പറ്റുന്നതും പരസ്പരം ബന്ധമുള്ളതുമായ വെബ് താളുകൾ
2989283607,zh-cn,维基媒体消歧义页
2780504720,hy,բույսերի տեսակ
2781342628,es,compuesto químico
39617858,zh,一個早期心理學行為主義的學習理論
2777306635,sk,rod rastlín
22130703,eu,Wikimediako zerrenda artikulua
2776641283,cs,chemická sloučenina
2776188313,de,Maßzahl für die Fähigkeit zum abfangen von Sauerstoff-Radikalen
3020370484,cy,y broses o fynd yn hen
2776535732,nl,Wikimedia-doorverwijspagina
2993597952,es,página de desambiguación de Wikimedia
143874112,mt,mudell Wikimedia
2781121522,ca,compost químic
2776804559,zh-hant,化合物
2983117007,ml,വിക്കിപീഡിയ വിവക്ഷ താൾ
190618007,ca,Vall submarina estreta i escarpada excavada al talús continental
152452498,sr,супстанце које производе живи организми који имају боју која је резултат селективне апсорпције боје
519982507,tt,һинд-арий төркеменә кергән тел
2779587474,de,Verfahren zum Trocknen von Lösungen
2780275434,ml,രാസസം‌യുക്തം
2781105637,pt,género de fungos
2780188749,bn,মাছের প্রজাতি
2776115805,lb,cheemesch Verbindung
2910483185,lv,krustziežu dzimtas augu suga
28519872,lv,"valodniecības nozare, kas pēta ar valodu un sabiedrību saistītas problēmas"
2776960383,sl,razločitvena stran Wikimedije
2779029100,gl,composto químico
57782585,fr,le superpartenaire du graviton
2779908699,sk,obilnina
2994410016,ms,masa terluang
2779942774,pl,związek chemiczny
126578732,pl,typ funkcji zmiennej rzeczywistej
2780187144,sd,جذباتي ردعمل ۽ سوچ واري عمل جي بدلاءَ جي سبب نفسياتي انتشار يا خرابي جي شڪايت
2780912031,ca,compost químic
2778077901,ru,психическое расстройство
2780855919,la,species
2778763829,hy,Վիքիմեդիայի նախագծի բազմիմաստության փարատման էջ
2781434637,et,sileraudne tulirelv
2994604693,ca,desgastament de sòls i roques que produeixen diferents processos a la superfície de la Terra
195054827,zh-hans,当少数人创建一个新种群时会失去基因多样性
2780268870,it,composto chimico
2776354303,gl,composto químico
171896709,de,Gen der Spezies Homo sapiens
2984876570,ca,"oceà entre l'Àsia i Amèrica i que banya les illes d'Oceania, un dels cinc de la Terra"
130191384,eo,kogna arkitekturo
500551929,ru,универсальный стандарт кодирования символов текста (алфавитов различных языков)
2993624424,sw,ukarasa wa maana wa Wikimedia
2992166763,ro,ansamblu locuit și cultivat agricol în opoziție cu mediul urban!
2779910420,nl,het zodanig indelen van verkiezingsdistricten zodat één partij een oneerlijk voordeel heeft
3020197183,lv,Pilsēta Ķīnā
2778802672,fy,gemyske ferbining
2779056891,da,kemisk forbindelse
2778824825,en,class of enzymes
2777402617,be-tarask,хімічнае злучэньне
2780012697,en-gb,chemical compound
2776106130,et,"vabrik, kus toodetakse paberit"
2778081389,hu,kisepikai műfaj
2777692091,bg,вид прокариот
2776596873,zh-hant,化合物
2993921832,fy,Wikimedia-betsjuttingsside
97364631,ko,이미 알고 있는 판단을 근거로 새로운 판단을 유도하는 추론
2781087836,gl,fábrica onde se funden metais
2780943371,fr,composé chimique
2777421447,ps,نه غږيدونکى
2777431362,fr,composé chimique
42820424,he,תרכובת
2776816829,gl,composto químico
2780558695,fr,genre de plantes
186523255,en,formal list of political goals that a political party or individual candidate seeks to enact
2986567400,pt-br,linguagem de programação
2777158103,fa,گونه‌ای از سبدک
94898600,eu,"Gainazal lauko eguzki-kolektore mota, islagailu bidezko kontzentragailurik ez duena."
2776954865,cs,zánětlivé onemocnění jater
118830018,pl,Równanie stanu dotyczące gazów
2777107211,en,non-fibrillar collagen found in the structure of basement membranes
89623803,uk,поширення захворювання у світовому масштабі
2776815722,de,Wikimedia-Begriffsklärungsseite
2779433975,ru,"углеводы, циклические олигомеры глюкозы"
100068826,eu,"Zenbait ornogaberen zelomako fluidoa, goi-mailako animaliek duten odolaren eta linfaren kidekotzat jotzen dena"
2910666622,zh,唇形科罗勒属植物
2779923671,fi,tunne ihossa
2776235749,nl,chemische verbinding
2778236110,uk,хімічна сполука
167310744,fr,"traite de la description scientifique de frottement, l'usure et de la lubrification"
2777158596,el,ανθρώπινη νόσος
2992163063,bho,पूर्वग्रह के चलते कौनों समूह के प्रति निंदा के भाव
2779962180,sk,chemická zlúčenina
31081114,en,manufacturing process
2777295375,es,Cáncer cerebral
2776231299,en-gb,chemical compound
15340255,en,Incandescent lamp variety
206412730,sv,Genen från arten Homo sapiens
2776330855,pl,grupa związków chemicznych
2778809601,en,"property of engineering systems, used in a variety of engineering disciplines, but most commonly found in analog electronics and control systems"
101208852,eo,ŝanĝo de onia religio
2909767651,nb,kjemisk forbindelse
2781174647,ro,specie de alge
2781355080,de,Fehlen einer Tasche der Aorten- oder Pulmonalklappe
2985650651,ja,臓器
154256306,yi,וויקימעדיע באַדייטן בלאַט
2778903070,mk,хемиско соединение
2994435560,gn,ka'avo ha ñana rembikuaa
2776344562,eo,kemia kombinaĵo
2778337148,en-ca,chemical compound
2779556047,pt,composto químico
35341882,eo,ĉefa komputila retkomunika protokolo de la Interreto je la 4-a tavolo laŭ la modelo de Malfermita Sistema Interkonekto; parto de la TCP/IP-protokolaro
2778112282,an,compuesto quimico
44315111,ru,способ введения препарата - в пищеварительный тракт
2777956281,it,composto chimico
2991790204,fr,type de construction dont l'armature est constituée de cadres et de croisillons de poutre d'acier
3017976126,es,vaso sanguíneo
2781469121,de,komplettes oder teilweises Zerstören und Entsorgen von Bauwerken
501832835,it,possedimenti coloniali dell'Inghilterra e poi del Regno Unito (1607-1997)
2780983412,zh-hans,化合物
2778109458,id,genus tumbuh-tumbuhan
5072461,gl,Familia de foguetes espaciais dos Estados Unidos.
124535831,en,process by which biomarkers are discovered
137109543,it,Quantità fisica utilizzata per descrivere la direzione e l'intensità delle variazioni di temperatura
2776381213,es,especie de planta
2777047311,zh,化合物
2910079893,mr,निःसंदिग्धीकरण पाने
2994074225,fr,espèce de plantes
2777386583,eu,konposatu kimiko
2992972311,nl,drank
129209150,ru,страница значений в проекте Викимедиа
71240020,de,Teilgebiet der Chemie
130187892,cs,"fyzikální model, sjednocující čas a prostor do jednoho 4-dimenzionálního modelu"
3962253,es,"sección musical al final de un movimiento, a modo de epílogo"
2777417228,nl,soort uit het geslacht Piper
26325048,pt-br,página de desambiguação de um projeto da Wikimedia
2777069013,en,Heel disorder
2983335520,de-ch,Wikimedia-Begriffsklärungsseite
2993179017,gl,páxina de homónimos
2909630643,el,χημική ένωση
2778057883,li,Wikimedia-verdudelikingspazjena
2778005785,ro,compus chimic
2776021129,ro,compus chimic
2776878799,sq,komponim kimik
2777635637,nb,planteslekt
2777089865,tr,erkek ismidir
2779145670,ar,فَصيلة من الحشرات
2983611323,as,ৱিকিমিডিয়া দ্ব্যৰ্থতা দূৰীকৰণ পৃষ্ঠা
2778535757,en,form of assistive technology
2992008213,he,אמצעי הגנה של בעלי חיים מפני טריפה
553756173,hy,քիմիական միացություն
2777002184,pl,związek chemiczny
167816639,es,rama de la química inorgánica que estudia el rol biológico de los metales
2780122209,it,malattia
2778431908,be,пералік значэнняў у Вікіпедыі
2983134815,nds,Sied för en mehrdüdig Begreep op Wikipedia
63972775,en,increase in consumption following energy or resource savings
2780100526,cs,druh rostliny
2778928459,it,specie di pianta della famiglia Rutaceae
154775046,ace,bahsa
2992262398,sv,grensida
2908832724,nl,Wikimedia-doorverwijspagina
2778927798,pl,mieszanina węglowodorów
2777510941,en,species of fish
3019635848,sk,nápoj obsahujúci etanol
2780508121,zh-hant,維基媒體消歧義頁
2777129096,ar,دواء صيدلاني
2776778127,it,specie di batterio
2776959544,fa,سرده‌ای از طاووسی
2779551604,fr,composé chimique
2777798969,ro,articol-listă în cadrul unui proiect Wikimedia
2777842544,pcd,langue
184665706,de,optisches Phänomen
501593827,af,Geneesmiddel wat bakterieë doodmaak
2778703144,io,kemiala kompozajo
2778252565,nl,familie van hagedissen uit de orde schubreptielen
2909367525,sd,Wikipedia:سلجھائپ
2778903439,en,area designed to promote science or technology business development
141904268,he,תעלה מלאכותית שתפקידה להעביר מים ממקום אחד למשנהו
2777095047,ast,compuestu químicu
14427944,it,Pianeta
2780007613,fr,tissu adipeux situé au centre des os et produisant les cellules sanguines
2993927895,ru,"набор химических реакций, которые возникают в живом организме для поддержания жизни"
95457728,hu,múltbeli események összessége
2776309477,nn,kjemisk sambinding
2777785214,scn,cumpostu chìmicu
2778505590,en,astronomical event where one body hides another
3020248838,en,"sebaceous gland's disease characterized by areas of blackheads, whiteheads, pimples, greasy skin, and possibly scarring"
2780051329,ar,مركب كيميائي
3020383963,lb,"Aktivitéiten déi mam Evitéieren, Verwäerten an Entsuerge vum Offall ze dinn hunn"
2777807490,or,ବହୁବିକଳ୍ପ
2909912800,eu,konposatu kimiko
43093850,de,Kennzahl eines Fluids für die Beziehung zwischen der durch Reibung entstandenen Wärme  und der durch Wärmeleitung von außen zugeführten Wärme
11796040,pt-br,animal com capacidade para metabolização de diferentes classes alimentícias
2776845067,sq,gjini e molusqeve
6629501,ca,"estudi de les òrbites, especialment dels satèl·lits artificials i de les sondes espacials"
2781389623,nb,kontrollert miljø som simulerer virkelige nettverksscenarier for å validere realistisk ytelse til et produkt
2781433595,oc,component quimic
2778993495,uk,рід рослин
2776678969,en,family of transport proteins
2992994097,es,ciencia que estudia las relaciones entre los seres vivos y su entorno
2780392101,eo,kemia kombinaĵo
50575695,eo,"grundostato de fermiona kampo; ""maro"" estas metaforo por la aro de okupitaj negativenergiaj statoj"
2780641215,tt-cyrl,Мәгънәләр бите Викимедиа проектында
3017694942,ml,വിക്കിപീഡിയ വിവക്ഷ താൾ
2776031079,tg-latn,payvastagii khimiyaviy
2909910311,ca,coberta exterior del cos
3017619522,fi,"sovellus, joka on suunniteltu mobiililaitteille"
82894169,fr,"un ion dérivé d'un composé organique, qui possède une charge électrique négative sur un ou plusieurs atomes de carbone"
2908844728,en,abnormal buildup of fluid in the abdomen
199956316,bn,যে তরঙ্গ সময়ের সাপেক্ষে স্থান পরিবর্তন করে না
2780465443,es,persona o institución que ha vencido en una competencia
2779538911,he,תת סדרה של חרקים
2992829110,ca,pàgina de desambiguació de Wikimedia
2780653189,yi,וויקימעדיע באַדייטן בלאַט
194191183,de,Verfahren zur Herstellung elementaren Schwefels
2777108182,es,compuesto químico
2910910011,cs,druh rostliny
2781406593,nn,planteslekt
2778280655,ga,géineas feithidí
2777632111,en,caveat to a state's acceptance of a treaty
45012715,pl,studio
2908736082,ta,தாவர இனம்
7300947,bs,spisak na Wikimediji
2982892191,pt-br,página de desambiguação da Wikimedia
2776203634,fr,famille de mammifères
2780904289,en-ca,chemical compound
2778224990,zh-tw,維基媒體消歧義頁
58097730,ar,لعملية التي تحدث عند الحدود المتقاربة التي وفقًا لها تنتقل الطبقة البنائية أسفل طبقة أخرى وتغوص في الغطاء حيث تتجمع الصفائح
38935664,es,estrella que nunca desaparece bajo el horizonte debido a su proximidad a uno de los polos celestes
521815418,en,software system that is designed to search for information on the World Wide Web
2779751750,lv,ķīmisks savienojums
162319229,en,particular way of storing and organizing data in a computer
2777064678,it,composto chimico
2777879272,da,kemisk forbindelse
3020486539,zh-sg,维基媒体列表条目
2780580887,af,chemiese verbinding
2780127704,ro,compus chimic
2778551188,ru,род насекомых
3017647366,hr,razdvojbena stranica na Wikimediji
2777376040,la,compositum chemicum
2909901341,zh,炎症
2779067301,ro,compus chimic
2775983998,pt,doença de etiologia
2777469381,fi,kalalaji
2780669175,ml,രാസസം‌യുക്തം
2779526882,de-ch,chemische Verbindung
2909082789,ru,хроническое воспалительное заболевание дыхательных путей
105236789,es,concepto en física
47980062,mk,единица за моќ
41661131,uk,"сигнал процесору від апаратного чи програмного забезпечення, який показує подію, що потребує негайної уваги"
2777796741,ar,مركب كيميائي
147025567,en,mathematical model of aspects of a cell
100533687,eo,ilo kiu klakas periode por mezuri muzikan tempon
2781054698,en,species of plant
2777874012,en-gb,chemical compound
51296783,en,"unit of mass, equal to 10^−6 gram"
2780671753,pt,espécie de molusco
2779703243,nn,sjeldsynt hjarterytmeforstyrring
2780751777,zh-sg,化合物
133877212,eu,Presio-gradiente horizontala eta Coriolis indarra orekatuko lituzkeen haize-abiadura horizontal teorikoa
178498320,es,gen de la especie Homo sapiens
177099042,es,Ley física aplicada en campo electrostático que está basada en el teorema de la divergencia.
44154001,sl,"predvideni čas, ki preteče med posameznimi odpovedmi delovanja sistema"
2909554657,pl,związek chemiczny
2992174592,nl,Wikimedia-doorverwijspagina
3020366717,de,kostenlos nutz- und verbreitbare Inhalte
2778894822,tr,sıvı veya gaz gibi akışkanların tek yönlü geçişine izin veren mekaniksel bir kontrol valfi
2781019423,eu,konposatu kimiko
173608175,de,Programmierparadigma
130093455,lv,spēja uztvert iekšējās un ārējās vides kairinājumus un tos izvērtēt
3017942907,hu,egyértelműsítő lap
2779344132,pt,composto químico
2992257481,ace,teunuléh dapeuta Wikimèdia
2991805854,pl,gatunek muzyki popularnej wywodzący się z muzyki ludowej
2780957381,gl,composto químico
2779387952,ar,مركب كيميائي
2778084480,ia,composito chimic
2993448718,gl,páxina de homónimos de Wikimedia
2994329924,es,tendones en los hombros
2994219458,ca,article de llista de Wikimedia
2777019824,en-gb,chemical compound
23987474,sv,vetenskapen om språket i den äldre litteraturen
125620115,it,"taglio, potatura, processamento in loco e caricamento di alberi o tronchi su veicoli di trasporto"
2775883008,af,chemiese verbinding
2776728676,hu,növénynemzetség
2777751223,fi,kemiallinen yhdiste
2779678110,pt,"grupo de organismos eucariotas, que inclui micro-organismos tais como as leveduras, os bolores, bem como os mais familiares cogumelos"
2777550763,ro,compus chimic
77805123,nl,"de wetenschappelijke studie van sociale effecten op de gedachten, de gevoelens en het gedrag van mensen"
2780712103,an,compuesto quimico
2777363265,cs,chemická sloučenina
2909683868,hu,a dohány alkaloidja
2910479173,mk,облик на епилепсија
2775914203,nn,insektslekt
7608002,ru,"всякая хеш-функция, являющаяся криптостойкой"
2908808681,ta,தாவர இனம்
2991789358,pt,Quais são os elementos e fatores dos que querem e dos que não querem aprender ?
2779632193,an,compuesto quimico
48580701,pt,língua românica
2778160795,lzh,維基媒體釋義
2909392909,en,gastrointestinal system cancer that is located in the oral cavity
2983406500,ru,страница значений в проекте Викимедиа
2984546109,gl,páxina de homónimos de Wikimedia
2776245682,ca,compost químic
2779627488,ar,بروتين في الإنسان العاقل
2993850768,nl,soort uit het geslacht Arachis
2910704350,uk,вірусна кишкова інфекція
2993220905,lv,Wikimedia projekta nozīmju atdalīšanas lapa
2993695005,en,measure of relative weight based on an individual's mass and height
2776148510,pt-br,composto químico
2778140322,fi,kemiallinen yhdiste
2776617576,uk,хімічна сполука
2779463773,da,kemisk forbindelse
2780546910,sk,chemická zlúčenina
107284991,fr,instrument de mesure de la pression atmosphérique
2778275353,cs,chemická sloučenina
2777680557,gu,સ્પષ્ટતા પાનું
205318122,en,Physics; change in direction of a wave
148898269,nb,historisk navn på delen av klassisk mekanikk som omhandler legemers bevegelse og hva som skaper den
2908884792,el,χημική ένωση
3017894346,fr,Organisation nationale responsable de l'action de l'État en mer
2776995303,pt,composto químico
189783530,ar,ذاكرة تخزين مؤقتة
3018073187,ru,жидкое вещество для полоскания полости рта
147990577,it,prodotto della reazione tra uno zucchero e una proteina o un lipide
13495919,en,"highly viscous, mechanically weak and ductile region of the Earth's mantle"
2777995582,ar,نوع من الفيروسات
2776530707,fr,procédure introduisant des liquides dans le colon et le rectum via l'anus
3018185140,sr,вишезначна одредница на Викимедији
2778793789,ast,xéneru de mamíferos
2779669084,de,Theorie
2780289900,da,Fjerkræ
2780695269,en,Chronic infection caused by bacteria Mycobacteria lepræ and lepromatosis
2779929513,de,"organische Verbindung, Mutterkornalkaloid, Arzneistoff, Giftstoff"
2779700409,nn,kjemisk sambinding
2778344349,de,Familie der Ordnung Röhrennasen (Procellariiformes)
2776949262,af,chemiese verbinding
2780464664,fi,kemiallinen yhdiste
2780871361,uk,родина комах
2776580309,he,סוג של אצה
2910070530,ml,രാസസം‌യുക്തം
3019039443,da,billede af riller på fingerspidserne
2776063700,fr,ordre de gastéropodes
2779533435,fr,trouble neurologique sévère
2780744904,eu,Pirazol dihidrogenatua (C3H6N4)
2779203111,gl,composto químico
2778981401,de,"Untersuchungstechnik in der Materialwissenschaft, Sicherheitstechnik und Medizin"
2781466915,en-ca,chemical compound
2910328414,zh,化合物
2775986502,hy,քիմիական միացություն
15761196,fr,procédé chimique de création de savon (réaction chimique)
2777132456,eo,kemia kombinaĵo
2780408538,pl,dane przekazywane wraz z innymi danymi
2993995501,de-ch,Wikimedia-Begriffsklärungsseite
2779319593,nb,kjemisk forbindelse
2910426975,en,species of insect
2781245242,fi,kemiallinen yhdiste
89881335,it,termine
2778556512,nl,chemische verbinding
29311851,en,mammalian protein found in Homo sapiens
3019074581,zh-hk,維基媒體消歧義頁
2777406300,la,compositum chemicum
56666940,hi,wakemany chnakya
2775986502,zh-sg,化合物
2992724251,he,היסטוריה של אזור רוסיה המודרנית ותושביה
2988516024,sr,вишезначна одредница на Викимедији
2776960383,tr,Wikimedia anlam ayrımı sayfası
2781350384,bn,ব্যাকটেরিয়ার প্রজাতি
2910049883,gn,akytã vai oñemosarambíva ahy'óre
2777541303,ar,نوع من الديدان
118745927,de,Regierungsform
3020050198,as,ৱিকিমিডিয়া দ্ব্যৰ্থতা দূৰীকৰণ পৃষ্ঠা
2986230362,be-tarask,"каардынатная сыстэма з трох лікаў, заснаваная на куце і алдлегласьці ад пачатковага пункту"
2779441425,ro,compus chimic
2908795567,lv,Wikimedia projekta nozīmju atdalīšanas lapa
2780243435,et,keemiline ühend
2777884321,pt,aracnídeos da ordem Scorpiones
2781075526,de,Krankheit
94081185,te,సౌర వ్యవస్థలో ఉండే చిన్న మంచుముద్ద
2780524819,gl,composto químico
96146094,sr,Алгоритам за одређивање најопштијег унификатора
2778564945,pt-br,composto químico
2993981422,pt,Onda eletromagnética
2779740123,sl,razločitvena stran Wikimedije
2777683361,de,Art der Gattung Ancylostoma (Hakenwürmer)
2777366897,nn,cellelinje
88742014,en,"synthesis of complex molecules from simple molecules such as sugars or amino acids, as opposed to recycling after partial degradation"
205325660,ru,"керны, взятые из ледяного щита"
10288518,uk,інтегральне перетворення
2778663818,es,población en condición de miseria dentro de los países desarrollados.
2779286237,zh-hant,維基媒體消歧義頁
163845019,en,non-conservation of chiral current in physics
3018003528,zh-cn,中国最长的河流
2778492296,it,composto chimico
2911152345,en,bony structure found in vertebrates
3019885731,gsw,Wikimedia-Begriffsklärigssite
2987287001,es,intervención quirúrgica que consiste en la extracción de la vesícula biliar
2776452521,la,compositum chemicum
2781078984,es,prefijo equivalente a 10 elevado a 6
2983793180,zh,物理学相关理论
2991729501,ast,elementu químicu de númberu atómicu 29 y símbolu Cu
2777778190,zh-hk,化合物
2778835443,fa,نیمی از کرهٔ زمین که در شمال خط استوا قرار دارد
182996813,en,class of enzymes
135139957,en,fictional/magical phenomenon
2776681615,ca,pàgina de desambiguació de Wikimedia
2910466017,en,species of fish
13854087,mt,speċjalizzazzjoni ta' disinn b'enfasi fuq l-esperjenza li jkollhom l-utenti rigward prodott jew servizz
2777151885,ar,فصيلة من الزواحف
2779879930,af,chemiese verbinding
2909408951,bn,করোটির ভেতরে সংঘটিত রক্তক্ষরণ
2777609623,fr,"passage, à contre-courant, de l’urine vésicale dans l’uretère et le rein (voies urinaires supérieures)"
2993243194,pap,fisiko franses
2778789114,ro,chirurgie pe inimă sau vase mari
2992912288,bs,čvor stranica na Wikimediji
2781365860,zh,屋甲藻科亚历山大藻属的一种藻类
2779414652,be,пералік значэнняў у Вікіпедыі
136449434,uk,одна з двох основних імунних стратегій хребетних
127896553,eo,"literatura ĝenro; skriba, fikcia, proza ​​rakonto kutime pli longa ol novelo sed pli mallonga ol romano"
2778037500,ro,compus chimic
2779698641,en,"allotrope of carbon, mineral, substance"
2778734009,en-ca,Wikimedia list article
152624196,de,Protein
2994464924,ja,会計年度における中央政府・地方政府・地方自治体等の支出
2776002719,ar,مركب كيميائي
3019456619,en,the formal decision made by a court following a lawsuit
2779495234,id,senyawa kimia
2911156359,zea,Wikimedia-deurverwiespagina
187075797,de,Begriff aus der Technischen Informatik
2778389096,la,compositum chemicum
2781097860,pt,página de desambiguação de um projeto da Wikimedia
2778944361,co,pianta
2779972045,gl,composto químico
2908967332,he,תרכובת
2987592631,zh-hant,維基媒體列表條目
2780865100,ru,"способность субъективно чувствовать, воспринимать или переживать"
2987853052,be-tarask,"увядзеньне ў зямную атмасфэру нехарактэрных часьцінак, малекулаў, шкодных рэчываў"
49493942,en,Wikimedia disambiguation page
2776858809,an,compuesto quimico
2994442579,zh,人體的細胞
71941180,en,amount of evaporation that would occur if a sufficient water source were available
2778549964,id,spesies serangga
5616717,es,ideología del régimen que gobernó Alemania de 1933 a 1945
2776364656,pt-br,composto químico
2909821917,fa,عمل جدا کردن اعضای بدن قربانی زنده یا فرد مرده
2992639136,ar,صفحة توضيح لويكيميديا
3020404856,pa,ਵਿਕੀਮੀਡੀਆ ਗੁੰਝਲਖੋਲ੍ਹ ਸਫ਼ਾ
2781252014,sv,information utan formell datamodell
2780610479,gu,સ્પષ્ટતા પાનું
2776280803,nb,kjemisk forbindelse
12335792,fr,objet du Système solaire dont l'orbite est au-delà de celle de Neptune
206901836,fr,magma dont la loi de composition interne est associative et comporte un élément neutre
